InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
557772,20724,RED RETROSPOT CHARLOTTE BAG,20,22/06/2011 14:47,0.85,16458.0,United Kingdom
563212,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,4,14/08/2011 12:41,0.85,17800.0,United Kingdom
560185,21212,PACK OF 72 RETROSPOT CAKE CASES,48,15/07/2011 11:50,0.55,14676.0,United Kingdom
577356,23332,IVORY WICKER HEART LARGE,12,18/11/2011 15:53,1.65,16350.0,United Kingdom
577043,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,17/11/2011 13:38,2.08,14282.0,United Kingdom
577043,23203,JUMBO BAG VINTAGE DOILY ,10,17/11/2011 13:38,2.08,14282.0,United Kingdom
559092,22283,6 EGG HOUSE PAINTED WOOD,2,06/07/2011 10:48,7.95,16829.0,United Kingdom
573008,22971,QUEENS GUARD COFFEE MUG,6,27/10/2011 12:26,2.1,12901.0,United Kingdom
577218,23058,CHRISTMAS HANGING SNOWFLAKE,12,18/11/2011 12:02,0.79,13117.0,United Kingdom
575633,85014B,RED RETROSPOT UMBRELLA,4,10/11/2011 13:44,5.95,15355.0,United Kingdom
571506,48138,DOORMAT UNION FLAG,1,17/10/2011 15:22,8.25,15355.0,United Kingdom
565417,22947,WOODEN ADVENT CALENDAR RED,2,04/09/2011 12:04,16.95,15738.0,United Kingdom
573371,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,30/10/2011 13:34,3.39,13113.0,United Kingdom
565417,21243,PINK  POLKADOT PLATE ,8,04/09/2011 12:04,1.69,15738.0,United Kingdom
562462,85099F,JUMBO BAG STRAWBERRY,100,05/08/2011 11:21,1.74,16029.0,United Kingdom
564058,23206,LUNCH BAG APPLE DESIGN,10,22/08/2011 14:23,1.65,17676.0,United Kingdom
560820,22332,SKULLS PARTY BAG + STICKER SET,3,21/07/2011 10:59,1.65,17811.0,United Kingdom
569845,23393,HOME SWEET HOME CUSHION COVER ,4,06/10/2011 13:41,3.75,14819.0,United Kingdom
563033,21668,RED STRIPE CERAMIC DRAWER KNOB,6,11/08/2011 14:48,1.25,16928.0,United Kingdom
561115,22192,BLUE DINER WALL CLOCK,2,25/07/2011 12:12,8.5,17675.0,United Kingdom
566189,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2,09/09/2011 13:19,3.75,17800.0,United Kingdom
576916,22436,12 COLOURED PARTY BALLOONS,40,17/11/2011 10:24,0.65,14655.0,United Kingdom
570864,20727,LUNCH BAG  BLACK SKULL.,10,12/10/2011 15:41,1.65,16945.0,United Kingdom
569126,23171,REGENCY TEA PLATE GREEN ,24,30/09/2011 13:28,1.65,13347.0,United Kingdom
557951,23200,JUMBO BAG PEARS,10,23/06/2011 17:53,2.08,14825.0,United Kingdom
575984,23199,JUMBO BAG APPLES,5,13/11/2011 13:50,2.08,17068.0,United Kingdom
567508,15060B,FAIRY CAKE DESIGN UMBRELLA,4,20/09/2011 14:50,3.75,17724.0,United Kingdom
559006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,05/07/2011 12:41,2.55,14905.0,United Kingdom
565153,85099B,JUMBO BAG RED RETROSPOT,10,01/09/2011 14:47,2.08,18241.0,United Kingdom
558562,22384,LUNCH BAG PINK POLKADOT,20,30/06/2011 13:28,1.65,16401.0,United Kingdom
577338,22425,ENAMEL COLANDER CREAM,3,18/11/2011 14:52,4.95,17650.0,United Kingdom
558896,22662,LUNCH BAG DOLLY GIRL DESIGN,1,04/07/2011 15:55,1.65,,United Kingdom
557772,21931,JUMBO STORAGE BAG SUKI,10,22/06/2011 14:47,2.08,16458.0,United Kingdom
564058,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,36,22/08/2011 14:23,0.83,17676.0,United Kingdom
561120,23200,JUMBO BAG PEARS,10,25/07/2011 12:50,2.08,15835.0,United Kingdom
570495,22418,10 COLOUR SPACEBOY PEN,48,11/10/2011 09:05,0.85,16861.0,United Kingdom
558418,21915,RED  HARMONICA IN BOX ,24,29/06/2011 11:35,1.25,12901.0,United Kingdom
562788,20727,LUNCH BAG  BLACK SKULL.,10,09/08/2011 13:48,1.65,17669.0,United Kingdom
561732,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,29/07/2011 12:13,0.39,14511.0,United Kingdom
570101,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,07/10/2011 12:14,0.83,14560.0,United Kingdom
563150,22333,RETROSPOT PARTY BAG + STICKER SET,48,12/08/2011 11:41,1.45,15192.0,United Kingdom
574756,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,07/11/2011 09:40,2.08,13534.0,United Kingdom
558686,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,01/07/2011 11:33,1.25,17706.0,United Kingdom
568515,21975,PACK OF 60 DINOSAUR CAKE CASES,24,27/09/2011 12:44,0.55,14466.0,United Kingdom
565417,22315,200 RED + WHITE BENDY STRAWS,12,04/09/2011 12:04,1.25,15738.0,United Kingdom
558447,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,29/06/2011 13:40,1.79,15311.0,United Kingdom
564473,20728,LUNCH BAG CARS BLUE,20,25/08/2011 12:33,1.65,16722.0,United Kingdom
561075,85099F,JUMBO BAG STRAWBERRY,10,24/07/2011 15:51,2.08,16458.0,United Kingdom
572067,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,20/10/2011 13:13,2.08,16099.0,United Kingdom
563011,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,11/08/2011 12:00,8.25,16283.0,United Kingdom
560284,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,18/07/2011 09:15,1.25,13705.0,United Kingdom
560820,21212,PACK OF 72 RETROSPOT CAKE CASES,1,21/07/2011 10:59,0.55,17811.0,United Kingdom
566284,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,11/09/2011 14:49,2.08,14825.0,United Kingdom
563013,20728,LUNCH BAG CARS BLUE,10,11/08/2011 12:01,1.65,12993.0,United Kingdom
563368,20727,LUNCH BAG  BLACK SKULL.,10,16/08/2011 09:00,1.65,13995.0,United Kingdom
563150,20749,ASSORTED COLOUR MINI CASES,6,12/08/2011 11:41,7.95,15192.0,United Kingdom
561115,23444,Next Day Carriage,1,25/07/2011 12:12,15.0,17675.0,United Kingdom
572657,22191,IVORY DINER WALL CLOCK,2,25/10/2011 12:27,8.5,15615.0,United Kingdom
571430,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,17/10/2011 12:51,4.25,13090.0,United Kingdom
558418,22417,PACK OF 60 SPACEBOY CAKE CASES,12,29/06/2011 11:35,0.42,12901.0,United Kingdom
575984,23344,JUMBO BAG 50'S CHRISTMAS ,8,13/11/2011 13:50,2.08,17068.0,United Kingdom
563180,22178,VICTORIAN GLASS HANGING T-LIGHT,12,12/08/2011 14:25,1.25,16209.0,United Kingdom
560185,21975,PACK OF 60 DINOSAUR CAKE CASES,72,15/07/2011 11:50,0.55,14676.0,United Kingdom
558430,85099F,JUMBO BAG STRAWBERRY,10,29/06/2011 12:12,2.08,13238.0,United Kingdom
561701,23238,SET OF 4 KNICK KNACK TINS LONDON ,12,29/07/2011 10:41,4.15,13102.0,United Kingdom
568515,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,27/09/2011 12:44,0.55,14466.0,United Kingdom
570602,21169,YOU'RE CONFUSING ME METAL SIGN ,12,11/10/2011 12:17,1.69,14141.0,United Kingdom
577356,22469,HEART OF WICKER SMALL,12,18/11/2011 15:53,1.65,16350.0,United Kingdom
567756,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,22/09/2011 10:52,0.55,12678.0,France
576916,47566,PARTY BUNTING,12,17/11/2011 10:24,4.95,14655.0,United Kingdom
570864,22385,JUMBO BAG SPACEBOY DESIGN,10,12/10/2011 15:41,2.08,16945.0,United Kingdom
563180,44235,ASSORTED COLOURED CIRCLE MOBILE ,24,12/08/2011 14:25,0.42,16209.0,United Kingdom
563013,22561,WOODEN SCHOOL COLOURING SET,12,11/08/2011 12:01,1.65,12993.0,United Kingdom
558562,22197,POPCORN HOLDER,100,30/06/2011 13:28,0.72,16401.0,United Kingdom
563368,23079,TOADSTOOL BEDSIDE LIGHT ,2,16/08/2011 09:00,8.95,13995.0,United Kingdom
575673,23109,PACK OF SIX LED TEA LIGHTS,12,10/11/2011 15:04,2.89,14863.0,United Kingdom
561202,23206,LUNCH BAG APPLE DESIGN,10,25/07/2011 15:14,1.65,17705.0,United Kingdom
562462,22625,RED KITCHEN SCALES,4,05/08/2011 11:21,7.65,16029.0,United Kingdom
558557,22727,ALARM CLOCK BAKELIKE RED ,12,30/06/2011 13:17,3.75,13282.0,United Kingdom
574348,22632,HAND WARMER RED RETROSPOT,36,04/11/2011 10:28,2.1,13756.0,United Kingdom
572305,20985,HEART CALCULATOR,1,23/10/2011 15:09,1.25,17131.0,United Kingdom
558447,23089,GLASS BON BON JAR,6,29/06/2011 13:40,1.65,15311.0,United Kingdom
565417,22333,RETROSPOT PARTY BAG + STICKER SET,8,04/09/2011 12:04,1.65,15738.0,United Kingdom
566054,20726,LUNCH BAG WOODLAND,20,08/09/2011 15:04,1.65,12592.0,Germany
560924,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,22/07/2011 09:01,0.72,15061.0,United Kingdom
572337,85099B,JUMBO BAG RED RETROSPOT,100,24/10/2011 10:30,1.79,14607.0,United Kingdom
576929,22736,RIBBON REEL MAKING SNOWMEN ,10,17/11/2011 11:09,1.65,16638.0,United Kingdom
572337,21931,JUMBO STORAGE BAG SUKI,100,24/10/2011 10:30,1.79,14607.0,United Kingdom
558896,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,04/07/2011 15:55,1.65,,United Kingdom
568515,21215,IVORY PAPER CUP CAKE CASES ,24,27/09/2011 12:44,0.55,14466.0,United Kingdom
561732,21136,PAINTED METAL PEARS ASSORTED,16,29/07/2011 12:13,1.69,14511.0,United Kingdom
563013,20725,LUNCH BAG RED RETROSPOT,10,11/08/2011 12:01,1.65,12993.0,United Kingdom
572337,23344,JUMBO BAG 50'S CHRISTMAS ,100,24/10/2011 10:30,1.79,14607.0,United Kingdom
572657,22625,RED KITCHEN SCALES,2,25/10/2011 12:27,8.5,15615.0,United Kingdom
563011,23054,RECYCLED ACAPULCO MAT LAVENDER,2,11/08/2011 12:00,8.25,16283.0,United Kingdom
577218,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,18/11/2011 12:02,1.25,13117.0,United Kingdom
563504,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,17/08/2011 09:16,2.08,16218.0,United Kingdom
557794,47599B,BLUE PARTY BAGS ,12,23/06/2011 09:08,2.1,16287.0,United Kingdom
564058,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,22/08/2011 14:23,1.65,17676.0,United Kingdom
569850,22365,DOORMAT RESPECTABLE HOUSE,2,06/10/2011 13:59,8.25,16432.0,United Kingdom
558622,23118,PARISIENNE JEWELLERY DRAWER ,2,30/06/2011 16:51,7.5,16357.0,United Kingdom
556130,21086,SET/6 RED SPOTTY PAPER CUPS,24,09/06/2011 10:48,0.65,15738.0,United Kingdom
559006,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,05/07/2011 12:41,0.85,14905.0,United Kingdom
570101,21212,PACK OF 72 RETROSPOT CAKE CASES,24,07/10/2011 12:14,0.55,14560.0,United Kingdom
561120,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,25/07/2011 12:50,2.08,15835.0,United Kingdom
561701,22616,PACK OF 12 LONDON TISSUES ,24,29/07/2011 10:41,0.29,13102.0,United Kingdom
572337,23201,JUMBO BAG ALPHABET,100,24/10/2011 10:30,1.79,14607.0,United Kingdom
575501,23209,LUNCH BAG VINTAGE DOILY ,30,10/11/2011 09:59,1.65,16218.0,United Kingdom
558896,23209,LUNCH BAG DOILEY PATTERN ,2,04/07/2011 15:55,1.65,,United Kingdom
560988,22625,RED KITCHEN SCALES,2,22/07/2011 13:17,8.5,15854.0,United Kingdom
557772,82494L,WOODEN FRAME ANTIQUE WHITE ,6,22/06/2011 14:47,2.95,16458.0,United Kingdom
565144,23202,JUMBO BAG VINTAGE LEAF,20,01/09/2011 13:50,2.08,16456.0,United Kingdom
559707,48185,DOORMAT FAIRY CAKE,2,12/07/2011 10:04,7.95,12358.0,Austria
564313,48111,DOORMAT 3 SMILEY CATS,2,24/08/2011 12:54,7.95,13728.0,United Kingdom
563371,23209,LUNCH BAG VINTAGE DOILY ,100,16/08/2011 09:39,1.45,14006.0,United Kingdom
574513,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,48,04/11/2011 13:31,0.29,15291.0,United Kingdom
560988,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,22/07/2011 13:17,2.95,15854.0,United Kingdom
569850,21181,PLEASE ONE PERSON METAL SIGN,12,06/10/2011 13:59,2.1,16432.0,United Kingdom
565153,21912,VINTAGE SNAKES & LADDERS,8,01/09/2011 14:47,3.75,18241.0,United Kingdom
563212,21621,VINTAGE UNION JACK BUNTING,2,14/08/2011 12:41,8.5,17800.0,United Kingdom
565144,85099F,JUMBO BAG STRAWBERRY,20,01/09/2011 13:50,2.08,16456.0,United Kingdom
566189,22383,LUNCH BAG SUKI DESIGN ,2,09/09/2011 13:19,1.65,17800.0,United Kingdom
571410,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,17/10/2011 12:32,4.25,17527.0,United Kingdom
563711,21671,RED SPOT CERAMIC DRAWER KNOB,6,18/08/2011 15:41,1.25,16928.0,United Kingdom
555525,22781,GUMBALL MAGAZINE RACK,2,05/06/2011 11:40,7.65,14709.0,United Kingdom
563371,22383,LUNCH BAG SUKI DESIGN ,10,16/08/2011 09:39,1.65,14006.0,United Kingdom
574039,22334,DINOSAUR PARTY BAG + STICKER SET,8,02/11/2011 12:57,1.65,17800.0,United Kingdom
559092,84692,BOX OF 24 COCKTAIL PARASOLS,25,06/07/2011 10:48,0.42,16829.0,United Kingdom
556936,82582,AREA PATROLLED METAL SIGN,4,15/06/2011 16:04,2.1,,United Kingdom
562107,47599A,PINK PARTY BAGS,100,02/08/2011 15:29,1.69,13805.0,United Kingdom
556936,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,15/06/2011 16:04,1.65,,United Kingdom
566425,20725,LUNCH BAG RED RETROSPOT,10,12/09/2011 14:22,1.65,16458.0,United Kingdom
569856,22379,RECYCLING BAG RETROSPOT ,10,06/10/2011 14:28,2.1,17068.0,United Kingdom
577043,85099B,JUMBO BAG RED RETROSPOT,10,17/11/2011 13:38,2.08,14282.0,United Kingdom
566189,20974,12 PENCILS SMALL TUBE SKULL,48,09/09/2011 13:19,0.65,17800.0,United Kingdom
570101,23154,SET OF 4 JAM JAR MAGNETS,12,07/10/2011 12:14,2.08,14560.0,United Kingdom
560820,22197,POPCORN HOLDER,100,21/07/2011 10:59,0.72,17811.0,United Kingdom
559927,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,13/07/2011 17:03,0.95,17567.0,United Kingdom
575633,15056BL,EDWARDIAN PARASOL BLACK,4,10/11/2011 13:44,5.95,15355.0,United Kingdom
564473,23206,LUNCH BAG APPLE DESIGN,20,25/08/2011 12:33,1.65,16722.0,United Kingdom
562769,20725,LUNCH BAG RED RETROSPOT,10,09/08/2011 10:52,1.65,14409.0,United Kingdom
567370,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,20/09/2011 09:13,0.55,14236.0,United Kingdom
578313,22784,LANTERN CREAM GAZEBO ,1,23/11/2011 16:24,4.95,17757.0,United Kingdom
560284,21668,RED STRIPE CERAMIC DRAWER KNOB,12,18/07/2011 09:15,1.25,13705.0,United Kingdom
563013,22384,LUNCH BAG PINK POLKADOT,10,11/08/2011 12:01,1.65,12993.0,United Kingdom
571506,22766,PHOTO FRAME CORNICE,4,17/10/2011 15:22,2.95,15355.0,United Kingdom
560897,47566,PARTY BUNTING,24,21/07/2011 17:26,4.95,12971.0,United Kingdom
566189,20727,LUNCH BAG  BLACK SKULL.,3,09/09/2011 13:19,1.65,17800.0,United Kingdom
573746,23199,JUMBO BAG APPLES,30,01/11/2011 09:01,2.08,13461.0,United Kingdom
563013,21429,RED GINGHAM ROSE JEWELLERY BOX,8,11/08/2011 12:01,1.95,12993.0,United Kingdom
568685,22227,HANGING HEART MIRROR DECORATION ,48,28/09/2011 14:21,0.65,16394.0,United Kingdom
565673,23332,IVORY WICKER HEART LARGE,24,06/09/2011 09:45,1.65,14441.0,United Kingdom
560284,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,18/07/2011 09:15,1.25,13705.0,United Kingdom
572305,22090,PAPER BUNTING RETROSPOT,1,23/10/2011 15:09,2.95,17131.0,United Kingdom
571506,15056BL,EDWARDIAN PARASOL BLACK,3,17/10/2011 15:22,5.95,15355.0,United Kingdom
562093,15056N,EDWARDIAN PARASOL NATURAL,12,02/08/2011 12:59,4.95,13777.0,United Kingdom
563368,20725,LUNCH BAG RED RETROSPOT,10,16/08/2011 09:00,1.65,13995.0,United Kingdom
570602,23426,METAL SIGN DROP YOUR PANTS,6,11/10/2011 12:17,2.89,14141.0,United Kingdom
570101,84992,72 SWEETHEART FAIRY CAKE CASES,24,07/10/2011 12:14,0.55,14560.0,United Kingdom
557772,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,22/06/2011 14:47,2.08,16458.0,United Kingdom
572305,82482,WOODEN PICTURE FRAME WHITE FINISH,1,23/10/2011 15:09,2.95,17131.0,United Kingdom
565417,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,36,04/09/2011 12:04,0.85,15738.0,United Kingdom
570602,21181,PLEASE ONE PERSON METAL SIGN,12,11/10/2011 12:17,2.1,14141.0,United Kingdom
558418,22988,SOLDIERS EGG CUP ,60,29/06/2011 11:35,1.25,12901.0,United Kingdom
571506,85014B,RED RETROSPOT UMBRELLA,2,17/10/2011 15:22,5.95,15355.0,United Kingdom
571410,23112,PARISIENNE CURIO CABINET,4,17/10/2011 12:32,7.5,17527.0,United Kingdom
